"model","node_1","node_2","J_group_1","J_group_2","J_difference_group2_minus_group1","absolute_J_difference"
"free_J_equal_h","ene","mot",0.329462183923668,0.847436639548977,0.517974455625308,0.517974455625308
"free_J_equal_h","anh","dep",1.6442433148093,2.06266800829441,0.418424693485107,0.418424693485107
"free_J_equal_h","glt","mot",0.457799354600503,0.78340788394593,0.325608529345427,0.325608529345427
"free_J_equal_h","slp","sui",0.113795959191549,0.392002067414078,0.278206108222529,0.278206108222529
"free_J_equal_h","ene","sui",-0.421202490909595,-0.163529710786663,0.257672780122931,0.257672780122931
"free_J_equal_h","dep","glt",1.31531416238913,1.06039773102667,-0.254916431362457,0.254916431362457
"free_J_equal_h","dep","slp",0.495413963332935,0.747020847140522,0.251606883807587,0.251606883807587
"free_J_equal_h","glt","con",0.551916944003967,0.795891169226724,0.243974225222757,0.243974225222757
"free_J_equal_h","app","con",0.306181171541766,0.531585802555275,0.225404631013509,0.225404631013509
"free_J_equal_h","anh","ene",1.22646732510575,1.43561890208491,0.209151576979153,0.209151576979153
"free_J_equal_h","dep","ene",0.361501044308613,0.567540026231765,0.206038981923152,0.206038981923152
"free_J_equal_h","slp","app",0.541880197978254,0.697032857772047,0.155152659793793,0.155152659793793
"free_J_equal_h","slp","mot",0.408904934437681,0.275739823201086,-0.133165111236595,0.133165111236595
"free_J_equal_h","ene","app",1.09169212792288,1.22328433820106,0.13159221027818,0.13159221027818
"free_J_equal_h","dep","app",0.391415637254545,0.264379825019315,-0.127035812235229,0.127035812235229
"free_J_equal_h","app","glt",0.445637122582831,0.566079233066302,0.120442110483472,0.120442110483472
"free_J_equal_h","mot","sui",0.792166555420277,0.911371879222117,0.11920532380184,0.11920532380184
"free_J_equal_h","app","mot",0.372553625489455,0.478758595106759,0.106204969617304,0.106204969617304
"free_J_equal_h","dep","mot",0.58859306331909,0.683533980031948,0.094940916712858,0.094940916712858
"free_J_equal_h","anh","slp",0.449596652822446,0.540536799234866,0.0909401464124202,0.0909401464124202
"free_J_equal_h","ene","con",0.757682678201576,0.674650910487431,-0.0830317677141449,0.0830317677141449
"free_J_equal_h","anh","sui",0.152008643940006,0.0790765975656003,-0.0729320463744056,0.0729320463744056
"free_J_equal_h","anh","mot",0.197578985586056,0.126229794837225,-0.0713491907488312,0.0713491907488312
"free_J_equal_h","anh","con",0.409679569795396,0.48028463844449,0.0706050686490931,0.0706050686490931
"free_J_equal_h","con","mot",1.32704920211842,1.39566564162224,0.0686164395038207,0.0686164395038207
"free_J_equal_h","dep","sui",1.6145171896685,1.54795857799193,-0.0665586116765644,0.0665586116765644
"free_J_equal_h","slp","glt",0.305811312321748,0.364366770181696,0.0585554578599485,0.0585554578599485
"free_J_equal_h","ene","glt",0.40675176451785,0.348693857110076,-0.0580579074077743,0.0580579074077743
"free_J_equal_h","glt","sui",1.411777134487,1.46351394076256,0.0517368062755599,0.0517368062755599
"free_J_equal_h","app","sui",0.315991471281634,0.274595754604031,-0.041395716677603,0.041395716677603
"free_J_equal_h","anh","app",0.639607497469707,0.599732993798045,-0.0398745036716622,0.0398745036716622
"free_J_equal_h","dep","con",0.432328523652307,0.407052038762678,-0.0252764848896294,0.0252764848896294
"free_J_equal_h","slp","ene",1.34611881038915,1.32279997584999,-0.0233188345391584,0.0233188345391584
"free_J_equal_h","con","sui",0.482916119615532,0.462756765742699,-0.0201593538728326,0.0201593538728326
"free_J_equal_h","anh","glt",0.416639585668604,0.426050945498791,0.00941135983018726,0.00941135983018726
"free_J_equal_h","slp","con",0.472470036468572,0.473923817189902,0.00145378072133046,0.00145378072133046
