"model","symptom","h_group_1","h_group_2","h_difference_group2_minus_group1","baseline_probability_group_1","baseline_probability_group_2","baseline_probability_difference_group2_minus_group1"
"equal_J_free_h","anh",-2.19711324510355,-1.88214574400008,0.314967501103471,0.100010020347165,0.132142603318905,0.03213258297174
"equal_J_free_h","dep",-3.62774505022088,-3.06037616686382,0.56736888335706,0.0258880427610658,0.0447716127229583,0.0188835699618925
"equal_J_free_h","slp",-1.83759011701747,-1.76212308272178,0.07546703429569,0.13733655455454,0.146524638035842,0.00918808348130254
"equal_J_free_h","ene",-1.27703691223959,-1.1984869266604,0.07854998557919,0.218055028782449,0.231744493191513,0.0136894644090639
"equal_J_free_h","app",-2.63907997741488,-2.37754998949615,0.261529987918732,0.0666652574840757,0.0849007199051301,0.0182354624210544
"equal_J_free_h","glt",-3.39808657599674,-3.24203218674463,0.156054389252106,0.0323553174652318,0.0376142573526031,0.00525893988737137
"equal_J_free_h","con",-3.053130598296,-2.85350371590462,0.199626882391381,0.0450825088863647,0.0545004880158288,0.00941797912946413
"equal_J_free_h","mot",-4.1064961431687,-3.41467255646515,0.691823586703555,0.0161986491711417,0.0318400445572479,0.0156413953861063
"equal_J_free_h","sui",-5.36091195039272,-4.87405545682578,0.486856493566941,0.00467466593406629,0.00758434737345004,0.00290968143938375
