"model","symptom","h_group_1","h_group_2","h_difference_group2_minus_group1","baseline_probability_group_1","baseline_probability_group_2","baseline_probability_difference_group2_minus_group1"
"equal_J_equal_h","anh",-2.08741514054755,-2.08741514054755,0,0.110326033735516,0.110326033735516,0
"equal_J_equal_h","dep",-3.41194862942503,-3.41194862942503,0,0.0319241201939267,0.0319241201939267,0
"equal_J_equal_h","slp",-1.81332954100513,-1.81332954100513,0,0.140236201870811,0.140236201870811,0
"equal_J_equal_h","ene",-1.25217200833697,-1.25217200833697,0,0.222324380251007,0.222324380251007,0
"equal_J_equal_h","app",-2.54905320386522,-2.54905320386522,0,0.0724901177233173,0.0724901177233173,0
"equal_J_equal_h","glt",-3.3450098696714,-3.3450098696714,0,0.0340589529946468,0.0340589529946468,0
"equal_J_equal_h","con",-2.98517705503348,-2.98517705503348,0,0.0481000345738672,0.0481000345738672,0
"equal_J_equal_h","mot",-3.8293957295699,-3.8293957295699,0,0.0212608932575444,0.0212608932575444,0
"equal_J_equal_h","sui",-5.16840438510374,-5.16840438510374,0,0.00566141236182401,0.00566141236182401,0
