"model","symptom","h_group_1","h_group_2","h_difference_group2_minus_group1","baseline_probability_group_1","baseline_probability_group_2","baseline_probability_difference_group2_minus_group1"
"free_J_equal_h","anh",-2.06435270776852,-2.06435270776852,0,0.112610133957725,0.112610133957725,0
"free_J_equal_h","dep",-3.34793296027325,-3.34793296027325,0,0.0339629172780949,0.0339629172780949,0
"free_J_equal_h","slp",-1.79517641801577,-1.79517641801577,0,0.142439251340615,0.142439251340615,0
"free_J_equal_h","ene",-1.24603908847441,-1.24603908847441,0,0.223386544594624,0.223386544594624,0
"free_J_equal_h","app",-2.5172774828187,-2.5172774828187,0,0.0746558052989923,0.0746558052989923,0
"free_J_equal_h","glt",-3.30836649713262,-3.30836649713262,0,0.0352852818297469,0.0352852818297469,0
"free_J_equal_h","con",-2.9483760128351,-2.9483760128351,0,0.049813321873,0.049813321873,0
"free_J_equal_h","mot",-3.73241965896067,-3.73241965896067,0,0.0233753656299421,0.0233753656299421,0
"free_J_equal_h","sui",-5.05642338351755,-5.05642338351755,0,0.00632799722285581,0.00632799722285581,0
