"","anh","dep","slp","ene","app","glt","con","mot","sui"
"anh",0,1.84667628313658,0.492912949521143,1.31820139662329,0.618875086265317,0.41706599845124,0.435503871992561,0.155413178773263,0.120841274126721
"dep",1.84667628313658,0,0.640491317003918,0.46909532136469,0.325029363474711,1.16579319286981,0.412469564983341,0.621595852574256,1.52069824474388
"slp",0.492912949521143,0.640491317003918,0,1.34402551310341,0.619387561139956,0.337654851106143,0.481054283471808,0.358569213290935,0.316462286903096
"ene",1.31820139662329,0.46909532136469,1.34402551310341,0,1.14455154351889,0.377397351396867,0.722205622601565,0.575729735102668,-0.267104208720262
"app",0.618875086265317,0.325029363474711,0.619387561139956,1.14455154351889,0,0.520771886182989,0.431115484348844,0.450815926966135,0.302362769932986
"glt",0.41706599845124,1.16579319286981,0.337654851106143,0.377397351396867,0.520771886182989,0,0.700930644080257,0.682820844949782,1.44206981494242
"con",0.435503871992561,0.412469564983341,0.481054283471808,0.722205622601565,0.431115484348844,0.700930644080257,0,1.37370543221784,0.481030261480511
"mot",0.155413178773263,0.621595852574256,0.358569213290935,0.575729735102668,0.450815926966135,0.682820844949782,1.37370543221784,0,0.881766302508169
"sui",0.120841274126721,1.52069824474388,0.316462286903096,-0.267104208720262,0.302362769932986,1.44206981494242,0.481030261480511,0.881766302508169,0
