"","anh","dep","slp","ene","app","glt","con","mot","sui"
"anh",0,1.73230865349725,0.46156296679422,1.26735106255146,0.662757454308054,0.431582393646797,0.427133786941609,0.209320157267806,0.210196763420391
"dep",1.73230865349725,0,0.51235021125627,0.393963199145487,0.390443186810697,1.350947588241,0.430354729480431,0.594603933240587,1.72785442109732
"slp",0.46156296679422,0.51235021125627,0,1.38197730018305,0.559505546386012,0.32175423660597,0.491672065050358,0.438815511728596,0.129828757673601
"ene",1.26735106255146,0.393963199145487,1.38197730018305,0,1.15125907140502,0.472719265943789,0.829792339631723,0.421372148408668,-0.399956883997067
"app",0.662757454308054,0.390443186810697,0.559505546386012,1.15125907140502,0,0.454926879348619,0.306871690129579,0.379419670993001,0.31286343445488
"glt",0.431582393646797,1.350947588241,0.32175423660597,0.472719265943789,0.454926879348619,0,0.559005942085218,0.448774462442442,1.47191082198335
"con",0.427133786941609,0.430354729480431,0.491672065050358,0.829792339631723,0.306871690129579,0.559005942085218,0,1.36877766059239,0.469848598636129
"mot",0.209320157267806,0.594603933240587,0.438815511728596,0.421372148408668,0.379419670993001,0.448774462442442,1.36877766059239,0,0.787634231683905
"sui",0.210196763420391,1.72785442109732,0.129828757673601,-0.399956883997067,0.31286343445488,1.47191082198335,0.469848598636129,0.787634231683905,0
