"symptom","group_1","group_2","beta_group_1","beta_group_2","tau_group_1","tau_group_2","tau_difference_group1_minus_group2","effective_h_group_1","effective_h_group_2","effective_h_difference_group1_minus_group2","baseline_probability_group_1_when_other_symptoms_zero","baseline_probability_group_2_when_other_symptoms_zero"
"anh","Low Slow Risk","High Slow Risk",1,0.927296150506598,-2.13280797048955,-2.13280797048955,0,-2.13280797048955,-1.97774462080475,-0.1550633496848,0.105948716187085,0.121559468029239
"dep","Low Slow Risk","High Slow Risk",1,0.927296150506598,-3.47457504570005,-3.47457504570005,0,-3.47457504570005,-3.22196006452394,-0.252614981176106,0.0300443698095374,0.0383476385703334
"slp","Low Slow Risk","High Slow Risk",1,0.927296150506598,-1.84801777992584,-1.84801777992584,0,-1.84801777992584,-1.71365977339299,-0.134358006532859,0.136105800376649,0.152689628658494
"ene","Low Slow Risk","High Slow Risk",1,0.927296150506598,-1.28574838450769,-1.28574838450769,0,-1.28574838450769,-1.19226952747405,-0.0934788570336311,0.216573310193462,0.232853278337247
"app","Low Slow Risk","High Slow Risk",1,0.927296150506598,-2.60150464247129,-2.60150464247129,0,-2.60150464247129,-2.41236524048867,-0.189139401982618,0.0690416468688151,0.0822346319883849
"glt","Low Slow Risk","High Slow Risk",1,0.927296150506598,-3.42981113019622,-3.42981113019622,0,-3.42981113019622,-3.18045065799564,-0.24936047220058,0.0313766719045532,0.039908063226378
"con","Low Slow Risk","High Slow Risk",1,0.927296150506598,-3.05346544694333,-3.05346544694333,0,-3.05346544694333,-2.83146675465546,-0.22199869228787,0.0450680958222106,0.0556472687621734
"mot","Low Slow Risk","High Slow Risk",1,0.927296150506598,-3.88849571228741,-3.88849571228741,0,-3.88849571228741,-3.60578710526553,-0.282708607021882,0.020065265973539,0.0264475775360676
"sui","Low Slow Risk","High Slow Risk",1,0.927296150506598,-5.28526849005647,-5.28526849005647,0,-5.28526849005647,-4.90100912522319,-0.384259364833284,0.00504014022618757,0.00738414116619549
