"var1","var1_id","op","var2","var2_id","est","std","se","p","se_boot","p_boot","matrix","row","col","par","group","group_id","fixed","mi","pmi","epc","mi_free","pmi_free","epc_free","mi_equal","pmi_equal","epc_equal","minimum","maximum","identified","penalty_lambda","model"
"ene",4,"--","anh",1,1.28596801479733,,0.0396716951186448,1.67347759493849e-230,,,"omega",4,1,12,"High Slow Risk",2,FALSE,0,,-0.0411751487,0.6007991783,0.4382732657,,0,,,-Inf,Inf,FALSE,0,"equal_J_free_h"
"app",5,"--","anh",1,0.60329129989465,,0.0384622804958694,1.90746760986963e-55,,,"omega",5,1,13,"High Slow Risk",2,FALSE,0,,-0.0669647412,1.9965467057,0.1576580437,,0,,,-Inf,Inf,FALSE,0,"equal_J_free_h"
"glt",6,"--","anh",1,0.406688212767347,,0.0512694511222408,2.15004195256798e-15,,,"omega",6,1,14,"High Slow Risk",2,FALSE,0,,-0.0895120776,2.291271044,0.1301033402,,0,,,-Inf,Inf,FALSE,0,"equal_J_free_h"
"con",7,"--","anh",1,0.426888986941394,,0.044888976858992,1.90874275221091e-21,,,"omega",7,1,15,"High Slow Risk",2,FALSE,0,,-0.0244379431,0.2186798801,0.6400476296,,0,,,-Inf,Inf,FALSE,0,"equal_J_free_h"
"mot",8,"--","anh",1,0.145142017077777,,0.0564367999470212,0.0101182425364054,,,"omega",8,1,16,"High Slow Risk",2,FALSE,0,,-0.0367297803,0.3862031679,0.5343019605,,0,,,-Inf,Inf,FALSE,0,"equal_J_free_h"
"sui",9,"--","anh",1,0.118401144453709,,0.0976328455057945,0.225237517158529,,,"omega",9,1,17,"High Slow Risk",2,FALSE,0,,-0.0954292014,0.8955634312,0.3439741104,,0,,,-Inf,Inf,FALSE,0,"equal_J_free_h"
"slp",3,"--","dep",2,0.622961536237043,,0.0415045903631247,6.36627890629033e-51,,,"omega",3,2,18,"High Slow Risk",2,FALSE,0,,0.0969959696,4.2676013542,0.0388457285,,0,,,-Inf,Inf,FALSE,0,"equal_J_free_h"
"ene",4,"--","dep",2,0.455639586060875,,0.0513553787261371,7.16597300329136e-19,,,"omega",4,2,19,"High Slow Risk",2,FALSE,0,,0.0182645565,0.0921969298,0.7614025751,,0,,,-Inf,Inf,FALSE,0,"equal_J_free_h"
"app",5,"--","dep",2,0.31267481983532,,0.0398112889161793,4.03220102775676e-15,,,"omega",5,2,20,"High Slow Risk",2,FALSE,0,,-0.0377137765,0.7415757203,0.3891565858,,0,,,-Inf,Inf,FALSE,0,"equal_J_free_h"
"glt",6,"--","dep",2,1.13169078612787,,0.0452388294886481,4.10335768183181e-138,,,"omega",6,2,21,"High Slow Risk",2,FALSE,0,,-0.1496190283,8.0335824769,0.0045917931,,0,,,-Inf,Inf,FALSE,0,"equal_J_free_h"
"con",7,"--","dep",2,0.399474809984771,,0.0428967379328756,1.2488733866526e-20,,,"omega",7,2,22,"High Slow Risk",2,FALSE,0,,-0.0108928675,0.054890278,0.814762377,,0,,,-Inf,Inf,FALSE,0,"equal_J_free_h"
"mot",8,"--","dep",2,0.603637545565442,,0.0504918580159791,6.10260667978581e-33,,,"omega",8,2,23,"High Slow Risk",2,FALSE,0,,0.0039244584,0.0057540542,0.9395340748,,0,,,-Inf,Inf,FALSE,0,"equal_J_free_h"
"sui",9,"--","dep",2,1.48462338060907,,0.0959241136064169,4.95600701626709e-54,,,"omega",9,2,24,"High Slow Risk",2,FALSE,0,,-0.1729338763,2.7384078188,0.0979623286,,0,,,-Inf,Inf,FALSE,0,"equal_J_free_h"
"ene",4,"--","slp",3,1.31674635809959,,0.0371417293211735,2.70773779930203e-275,,,"omega",4,3,25,"High Slow Risk",2,FALSE,0,,0.0804345025,2.3102821121,0.1285207223,,0,,,-Inf,Inf,FALSE,0,"equal_J_free_h"
"app",5,"--","slp",3,0.604838992597346,,0.0357902582771264,4.53410417291416e-64,,,"omega",5,3,26,"High Slow Risk",2,FALSE,0,,0.0825488914,3.3782669969,0.0660614835,,0,,,-Inf,Inf,FALSE,0,"equal_J_free_h"
"glt",6,"--","slp",3,0.326783297841885,,0.0460433860139838,1.27226219696188e-12,,,"omega",6,3,27,"High Slow Risk",2,FALSE,0,,0.0374188095,0.5227243167,0.469681874,,0,,,-Inf,Inf,FALSE,0,"equal_J_free_h"
